user_id,item_id,title,genre,runtime_minutes,year,gender,age,occupation,location,timestamp,rating
1306,3722,Live Virgin (1999),Comedy,Long,90s,M,25-34,clerical-admin,MO,2002-02-18 07:55:24,2
48,54,"Big Green, The (1995)",Children's|Comedy,Long,90s,M,25-34,college-grad student,CA,2000-12-29 05:15:53,2
99,3743,Boys and Girls (2000),Comedy|Romance,Long,2000s,F,<18,K-12 student,PA,2001-02-22 20:25:59,1
131,2677,Buena Vista Social Club (1999),Documentary,Long,90s,M,18-24,college-grad student,CT,2000-12-22 03:12:56,2
216,2037,Candleshoe (1977),Adventure|Children's|Comedy,Long,70s,M,45-49,retired,IA,2000-12-15 08:06:00,1
1181,980,In the Line of Duty 2 (1987),Action,Long,80s,M,35-44,executive-managerial,MD,2000-11-22 01:16:26,4
59,1251,8 1/2 (1963),Drama,Long,60s,F,50-55,academic-educator,MN,2000-12-27 16:28:53,3
59,3469,Inherit the Wind (1960),Drama,Long,60s,F,50-55,academic-educator,MN,2000-12-27 16:23:27,4
42,66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,Long,90s,M,25-34,farmer,VA,2000-12-28 21:40:59,2
62,2939,Niagara (1953),Drama|Thriller,Long,50s,F,35-44,clerical-admin,WA,2000-12-28 02:27:41,4
329,837,Matilda (1996),Children's|Comedy,Long,90s,M,35-44,executive-managerial,MA,2001-01-17 21:20:53,3
151,852,Tin Cup (1996),Comedy|Romance,Long,90s,F,25-34,writer,AZ,2001-06-21 10:10:15,3
216,444,Even Cowgirls Get the Blues (1993),Comedy|Romance,Long,90s,M,45-49,retired,IA,2000-12-15 08:07:31,2
319,1507,Paradise Road (1997),Drama|War,Long,90s,F,50-55,doctor-health care,FL,2000-12-10 03:54:34,3
53,3600,Blue Hawaii (1961),Comedy|Musical,Long,60s,M,25-34,other,GU,2000-12-28 05:05:43,4
15,2302,My Cousin Vinny (1992),Comedy,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:46:19,3
17,2549,Wing Commander (1999),Action|Sci-Fi,Long,90s,M,50-55,academic-educator,CA,2000-12-30 06:42:16,3
2,1245,Miller's Crossing (1990),Drama,Long,90s,M,>56,self-employed,LA,2000-12-31 21:46:40,2
53,2808,Universal Soldier (1992),Action|Sci-Fi,Long,90s,M,25-34,other,GU,2000-12-28 04:33:21,3
2288,706,Sunset Park (1996),Drama,Long,90s,M,<18,K-12 student,NY,2000-11-18 05:15:15,1
123,2415,Violets Are Blue... (1986),Drama|Romance,Long,80s,M,35-44,homemaker,KS,2000-12-30 14:08:48,3
293,3335,Jail Bait (1954),Crime|Drama,Long,50s,M,>56,academic-educator,N/A,2000-12-11 19:02:55,1
18,2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,Long,80s,F,18-24,clerical-admin,CA,2000-12-30 05:38:13,1
216,3064,Poison Ivy: New Seduction (1997),Thriller,Long,90s,M,45-49,retired,IA,2000-12-15 08:16:17,2
24,1230,Annie Hall (1977),Comedy|Romance,Long,70s,F,25-34,executive-managerial,NY,2000-12-30 00:08:02,5
524,1501,Keys to Tulsa (1997),Crime,Long,90s,M,18-24,other,CA,2000-12-07 07:15:25,3
17,3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,Long,80s,M,50-55,academic-educator,CA,2000-12-30 07:20:48,5
146,2430,Mighty Joe Young (1949),Adventure|Children's|Drama,Long,40s,F,35-44,writer,NY,2000-12-21 21:41:48,1
1150,197,"Stars Fell on Henrietta, The (1995)",Drama,Long,90s,F,25-34,writer,TX,2000-11-22 06:32:18,2
59,3201,Five Easy Pieces (1970),Drama,Long,70s,F,50-55,academic-educator,MN,2000-12-27 16:25:57,3
123,2418,Nothing in Common (1986),Comedy,Long,80s,M,35-44,homemaker,KS,2000-12-23 18:38:32,4
195,2284,Bandit Queen (1994),Drama,Long,90s,M,25-34,programmer,NY,2000-12-24 16:25:19,5
261,2561,True Crime (1999),Crime|Thriller,Long,90s,M,25-34,writer,TX,2000-12-13 01:49:18,1
524,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,Long,90s,M,18-24,other,CA,2000-12-07 07:12:41,1
62,2820,Hamlet (1964),Drama,Long,60s,F,35-44,clerical-admin,WA,2000-12-28 02:16:15,4
2,593,"Silence of the Lambs, The (1991)",Drama|Thriller,Long,90s,M,>56,self-employed,LA,2000-12-31 21:35:17,5
44,3612,"Slipper and the Rose, The (1976)",Adventure|Musical|Romance,Long,70s,M,45-49,technician-engineer,WA,2001-10-30 02:56:00,5
53,718,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi,Long,90s,M,25-34,other,GU,2000-12-28 04:01:33,5
107,2936,Sullivan's Travels (1942),Comedy,Long,40s,M,45-49,tradesman-craftsman,MO,2000-12-23 01:18:49,3
225,1114,"Funeral, The (1996)",Drama,Long,90s,M,25-34,executive-managerial,NY,2000-12-14 22:39:29,1
19,3213,Batman: Mask of the Phantasm (1993),Animation|Children's,Long,90s,M,<18,K-12 student,MI,2001-01-03 21:07:16,3
123,2558,Forces of Nature (1999),Comedy|Romance,Long,90s,M,35-44,homemaker,KS,2000-12-29 00:14:49,3
881,1102,American Strays (1996),Action,Long,90s,M,18-24,sales-marketing,TX,2000-11-26 18:45:10,4
1,2028,Saving Private Ryan (1998),Action|Drama|War,Long,90s,F,<18,K-12 student,MI,2000-12-31 22:26:59,5
169,3475,"Place in the Sun, A (1951)",Drama|Romance,Long,50s,M,25-34,executive-managerial,MN,2000-12-19 04:03:55,4
24,2671,Notting Hill (1999),Comedy|Romance,Long,90s,F,25-34,executive-managerial,NY,2000-12-29 23:40:57,4
15,2433,"Civil Action, A (1998)",Drama,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:52:15,4
192,1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's,Long,90s,M,18-24,academic-educator,NY,2000-12-25 22:10:36,1
2550,3207,"Snows of Kilimanjaro, The (1952)",Adventure,Long,50s,M,50-55,executive-managerial,TN,2000-11-12 11:49:08,3
533,3737,Lonely Are the Brave (1962),Drama|Western,Long,60s,M,25-34,programmer,NC,2000-12-06 22:22:28,4
3521,3603,"Gay Deceivers, The (1969)",Comedy,Long,60s,M,25-34,other,WI,2000-08-22 05:46:28,2
53,1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,Long,50s,M,25-34,other,GU,2000-12-27 21:36:26,5
131,194,Smoke (1995),Drama,Long,90s,M,18-24,college-grad student,CT,2000-12-22 03:11:37,4
272,2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,Long,90s,M,18-24,other,CO,2000-12-13 08:36:06,3
28,334,Vanya on 42nd Street (1994),Drama,Long,90s,F,25-34,academic-educator,NY,2000-12-29 21:39:20,4
28,846,Flirt (1995),Drama,Long,90s,F,25-34,academic-educator,NY,2000-12-29 21:38:26,4
889,1906,Mr. Jealousy (1997),Comedy|Romance,Long,90s,M,45-49,writer,NY,2000-11-26 15:55:46,3
151,72,Kicking and Screaming (1995),Comedy|Drama,Long,90s,F,25-34,writer,AZ,2001-06-21 10:33:23,3
195,986,Fly Away Home (1996),Adventure|Children's,Long,90s,M,25-34,programmer,NY,2001-01-08 03:16:47,4
48,575,"Little Rascals, The (1994)",Children's|Comedy,Long,90s,M,25-34,college-grad student,CA,2000-12-29 05:16:19,3
48,3591,Mr. Mom (1983),Comedy|Drama,Long,80s,M,25-34,college-grad student,CA,2000-12-30 03:20:20,2
12,1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,Long,80s,M,25-34,programmer,FL,2000-12-30 23:48:40,3
53,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,Long,90s,M,25-34,other,GU,2000-12-28 03:51:40,3
62,1629,"MatchMaker, The (1997)",Comedy|Romance,Long,90s,F,35-44,clerical-admin,WA,2000-12-27 08:15:36,3
58,3088,Harvey (1950),Comedy,Long,50s,M,25-34,artist,GA,2000-12-27 17:34:20,3
59,3871,Shane (1953),Drama|Western,Long,50s,F,50-55,academic-educator,MN,2003-01-07 19:38:02,4
33,2159,Henry: Portrait of a Serial Killer (1990),Crime|Horror,Long,80s,M,45-49,clerical-admin,MN,2000-12-29 17:02:47,4
53,2165,Your Friends and Neighbors (1998),Drama,Long,90s,M,25-34,other,GU,2000-12-28 06:45:30,5
33,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,Long,80s,M,45-49,clerical-admin,MN,2000-12-29 17:15:15,3
319,331,Tom & Viv (1994),Drama,Long,90s,F,50-55,doctor-health care,FL,2000-12-10 04:07:19,2
102,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,Long,90s,M,35-44,unemployed,MD,2003-01-29 00:11:54,4
1915,989,Schlafes Bruder (Brother of Sleep) (1995),Drama,Long,90s,M,50-55,retired,MA,2000-11-20 04:17:47,5
169,3329,"Year My Voice Broke, The (1987)",Drama,Long,80s,M,25-34,executive-managerial,MN,2001-02-11 23:34:13,2
2,2427,"Thin Red Line, The (1998)",Action|Drama|War,Long,90s,M,>56,self-employed,LA,2000-12-31 21:58:33,2
33,971,Cat on a Hot Tin Roof (1958),Drama,Long,50s,M,45-49,clerical-admin,MN,2000-12-29 16:54:39,3
327,3338,For All Mankind (1989),Documentary,Long,80s,M,35-44,tradesman-craftsman,MN,2000-12-09 21:35:18,4
53,724,"Craft, The (1996)",Drama|Horror,Long,90s,M,25-34,other,GU,2000-12-28 05:21:36,4
3367,3609,Regret to Inform (1998),Documentary,Long,90s,M,50-55,self-employed,NY,2000-09-27 18:45:50,4
62,1099,"Christmas Carol, A (1938)",Drama,Long,30s,F,35-44,clerical-admin,WA,2000-12-27 09:27:29,4
216,2031,"$1,000,000 Duck (1971)",Children's|Comedy,Long,70s,M,45-49,retired,IA,2000-12-15 08:00:30,2
42,3740,Big Trouble in Little China (1986),Action|Comedy,Long,80s,M,25-34,farmer,VA,2000-12-28 22:05:43,4
53,188,"Prophecy, The (1995)",Horror,Long,90s,M,25-34,other,GU,2000-12-28 05:19:58,5
48,2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,Long,70s,M,25-34,college-grad student,CA,2000-12-30 02:38:11,2
2,590,Dances with Wolves (1990),Adventure|Drama|Western,Long,90s,M,>56,self-employed,LA,2000-12-31 21:44:43,5
33,2817,Aces: Iron Eagle III (1992),Action|War,Long,90s,M,45-49,clerical-admin,MN,2000-12-29 16:40:58,2
225,1897,High Art (1998),Drama|Romance,Long,90s,M,25-34,executive-managerial,NY,2000-12-19 20:21:53,3
1470,3463,Last Resort (1994),Comedy,Long,90s,M,18-24,college-grad student,CA,2000-11-22 17:51:58,2
216,1632,"Smile Like Yours, A (1997)",Comedy|Romance,Long,90s,M,45-49,retired,IA,2000-12-15 07:34:41,4
216,3073,"Sandpiper, The (1965)",Drama|Romance,Long,60s,M,45-49,retired,IA,2000-12-15 08:53:59,3
24,3210,Fast Times at Ridgemont High (1982),Comedy,Long,80s,F,25-34,executive-managerial,NY,2000-12-29 23:22:08,4
146,3853,"Tic Code, The (1998)",Drama,Long,90s,F,35-44,writer,NY,2003-01-08 18:12:53,5
2665,2823,"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",Action|Drama,Long,10s,M,35-44,lawyer,WA,2000-11-05 19:48:51,1
15,1885,"Opposite of Sex, The (1998)",Comedy|Drama,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:42:30,2
624,3862,About Adam (2000),Comedy,Long,2000s,M,25-34,academic-educator,TX,2001-11-19 20:13:45,4
18,1379,Young Guns II (1990),Action|Comedy|Western,Long,90s,F,18-24,clerical-admin,CA,2000-12-30 05:24:34,3
752,2945,Mike's Murder (1984),Mystery,Long,80s,F,25-34,clerical-admin,OR,2001-06-08 17:26:19,1
2453,1903,Hav Plenty (1997),Comedy,Long,90s,M,25-34,executive-managerial,MN,2001-02-14 07:25:40,3
53,1513,Romy and Michele's High School Reunion (1997),Comedy,Long,90s,M,25-34,other,GU,2000-12-27 20:39:21,5
18,2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,Long,50s,F,18-24,clerical-admin,CA,2000-12-30 05:09:33,5
17,968,Night of the Living Dead (1968),Horror|Sci-Fi,Long,60s,M,50-55,academic-educator,CA,2000-12-30 07:18:59,4
19,2296,"Night at the Roxbury, A (1998)",Comedy,Long,90s,M,<18,K-12 student,MI,2000-12-31 21:58:40,3
216,2552,My Boyfriend's Back (1993),Comedy,Long,90s,M,45-49,retired,IA,2000-12-15 08:11:42,2
178,3076,Irma la Douce (1963),Comedy,Long,60s,M,>56,technician-engineer,WI,2000-12-18 03:15:34,5
1094,2695,"Boys, The (1997)",Drama,Long,90s,F,18-24,other,CA,2000-11-22 21:39:44,2
18,2025,Lolita (1997),Drama|Romance,Long,90s,F,18-24,clerical-admin,CA,2000-12-30 06:13:28,2
131,1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama,Long,90s,M,18-24,college-grad student,CT,2000-12-21 20:29:34,5
352,2168,Dance with Me (1998),Drama|Romance,Long,90s,M,18-24,college-grad student,IL,2000-12-09 04:25:55,3
53,1760,Spice World (1997),Comedy|Musical,Long,90s,M,25-34,other,GU,2000-12-28 05:05:43,2
48,453,For Love or Money (1993),Comedy,Long,90s,M,25-34,college-grad student,CA,2000-12-28 04:05:51,3
4556,3085,"Living Dead Girl, The (La Morte Vivante) (1982)",Horror,Long,80s,M,45-49,self-employed,MN,2000-07-27 02:43:05,1
216,3725,American Pop (1981),Animation|Musical,Long,80s,M,45-49,retired,IA,2000-12-15 09:09:03,2
53,3478,"Bamba, La (1987)",Drama,Long,80s,M,25-34,other,GU,2000-12-28 06:55:08,3
4169,2814,"Bat, The (1959)",Horror,Long,50s,M,50-55,other,KS,2001-01-15 02:24:48,3
19,1373,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,Long,80s,M,<18,K-12 student,MI,2000-12-31 21:53:08,2
48,450,With Honors (1994),Comedy|Drama,Long,90s,M,25-34,college-grad student,CA,2000-12-30 03:10:37,3
293,3344,Blood Feast (1963),Horror,Long,60s,M,>56,academic-educator,N/A,2000-12-12 20:59:47,1
53,2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children's|Fantasy,Long,90s,M,25-34,other,GU,2000-12-28 05:34:46,2
4227,843,Lotto Land (1995),Drama,Long,90s,M,25-34,unemployed,N/A,2000-08-03 17:56:12,1
17,1635,"Ice Storm, The (1997)",Drama,Long,90s,M,50-55,academic-educator,CA,2000-12-30 07:11:44,4
202,191,"Scarlet Letter, The (1995)",Drama,Long,90s,M,18-24,college-grad student,WI,2000-12-16 03:48:26,1
331,2293,Shadrach (1998),Drama,Long,90s,M,25-34,executive-managerial,MN,2001-09-10 20:27:11,3
48,2150,"Gods Must Be Crazy, The (1980)",Comedy,Long,80s,M,25-34,college-grad student,CA,2000-12-29 04:03:14,3
33,581,"Celluloid Closet, The (1995)",Documentary,Long,90s,M,45-49,clerical-admin,MN,2001-01-08 19:39:18,4
195,1891,"Ugly, The (1997)",Horror|Thriller,Long,90s,M,25-34,programmer,NY,2002-03-01 05:39:19,4
53,2802,Tequila Sunrise (1988),Action|Romance|Thriller,Long,80s,M,25-34,other,GU,2000-12-28 03:50:20,3
175,2022,"Last Temptation of Christ, The (1988)",Drama,Long,80s,F,25-34,artist,CA,2000-12-18 04:08:32,5
42,2034,"Black Hole, The (1979)",Sci-Fi,Long,70s,M,25-34,farmer,VA,2000-12-28 21:41:51,4
17,319,Shallow Grave (1994),Thriller,Long,90s,M,50-55,academic-educator,CA,2000-12-30 07:04:56,4
62,465,Heaven & Earth (1993),Action|Drama|War,Long,90s,F,35-44,clerical-admin,WA,2000-12-27 08:06:12,5
331,2281,Monument Ave. (1998),Crime,Long,90s,M,25-34,executive-managerial,MN,2001-09-12 20:34:58,3
136,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,Long,90s,M,18-24,artist,MD,2000-12-23 00:13:09,4
48,2546,"Deep End of the Ocean, The (1999)",Drama,Long,90s,M,25-34,college-grad student,CA,2000-12-28 14:20:36,3
732,2156,"Best Man, The (Il Testimone dello sposo) (1997)",Comedy|Drama,Long,90s,M,25-34,executive-managerial,NJ,2000-11-29 08:37:57,1
192,1626,Fire Down Below (1997),Action|Drama|Thriller,Long,90s,M,18-24,academic-educator,NY,2000-12-25 22:06:29,1
4169,712,Captives (1994),Drama,Long,90s,M,50-55,other,KS,2001-01-15 03:48:09,3
195,3079,Mansfield Park (1999),Drama,Long,90s,M,25-34,programmer,NY,2001-02-18 05:38:05,4
531,200,"Tie That Binds, The (1995)",Thriller,Long,90s,F,18-24,sales-marketing,VA,2001-07-02 21:34:38,1
216,3731,Cutter's Way (1981),Drama|Thriller,Long,80s,M,45-49,retired,IA,2000-12-15 09:03:21,3
549,3734,Prince of the City (1981),Drama,Long,80s,M,25-34,doctor-health care,WI,2000-12-06 17:08:36,4
15,587,Ghost (1990),Comedy|Romance|Thriller,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:48:55,3
48,2412,Rocky V (1990),Action|Drama,Long,90s,M,25-34,college-grad student,CA,2000-12-29 05:09:59,2
123,3341,Born Yesterday (1950),Comedy,Long,50s,M,35-44,homemaker,KS,2001-01-12 18:17:36,3
15,2424,You've Got Mail (1998),Comedy|Romance,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:25:00,3
44,1754,Fallen (1998),Action|Mystery|Thriller,Long,90s,M,45-49,technician-engineer,WA,2001-10-30 03:12:54,1
17,2287,Them! (1954),Sci-Fi|Thriller|War,Long,50s,M,50-55,academic-educator,CA,2000-12-30 07:18:00,4
319,57,Home for the Holidays (1995),Drama,Long,90s,F,50-55,doctor-health care,FL,2000-12-10 04:05:22,3
15,1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 21:41:34,3
2,2278,Ronin (1998),Action|Crime|Thriller,Long,90s,M,>56,self-employed,LA,2000-12-31 21:58:09,3
15,2826,"13th Warrior, The (1999)",Action|Horror|Thriller,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:12:28,4
19,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,Long,90s,M,<18,K-12 student,MI,2000-12-31 21:57:24,4
2018,2299,"Battle of the Sexes, The (1959)",Comedy,Long,60s,M,35-44,self-employed,IN,2002-03-05 03:08:58,4
2,459,"Getaway, The (1994)",Action,Long,90s,M,>56,self-employed,LA,2000-12-31 22:00:02,3
53,1623,Wishmaster (1997),Horror,Long,90s,M,25-34,other,GU,2000-12-27 20:41:43,3
15,2683,Austin Powers: The Spy Who Shagged Me (1999),Comedy,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:13:09,4
19,1278,Young Frankenstein (1974),Comedy|Horror,Long,70s,M,<18,K-12 student,MI,2001-01-03 21:13:19,5
33,474,In the Line of Fire (1993),Action|Thriller,Long,90s,M,45-49,clerical-admin,MN,2001-01-08 19:49:43,5
216,87,Dunston Checks In (1996),Children's|Comedy,Long,90s,M,45-49,retired,IA,2000-12-15 07:55:27,2
329,3240,"Big Tease, The (1999)",Comedy,Long,90s,M,35-44,executive-managerial,MA,2000-12-09 20:34:45,3
319,2439,Affliction (1997),Drama,Long,90s,F,50-55,doctor-health care,FL,2001-10-13 02:41:31,4
1088,3892,Anatomy (Anatomie) (2000),Horror,Long,2000s,F,<18,K-12 student,WA,2002-07-30 00:35:02,4
19,2195,Dirty Work (1998),Comedy,Long,90s,M,<18,K-12 student,MI,2001-01-03 20:37:26,3
53,611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,Long,90s,M,25-34,other,GU,2000-12-28 04:10:32,2
18,2052,Hocus Pocus (1993),Children's|Comedy,Long,90s,F,18-24,clerical-admin,CA,2000-12-30 05:47:53,3
18,3889,Highlander: Endgame (2000),Action|Adventure|Fantasy,Long,2000s,F,18-24,clerical-admin,CA,2000-12-30 05:27:30,1
1266,1138,Dadetown (1995),Documentary,Long,90s,M,25-34,college-grad student,PA,2001-01-04 03:13:18,3
1150,2576,"Love, etc. (1996)",Drama,Long,90s,F,25-34,writer,TX,2000-11-22 06:20:26,2
17,1653,Gattaca (1997),Drama|Sci-Fi|Thriller,Long,90s,M,50-55,academic-educator,CA,2000-12-30 07:18:00,5
151,3749,Time Regained (Le Temps Retrouvé) (1999),Drama,Long,90s,F,25-34,writer,AZ,2001-06-21 10:39:15,2
24,1263,"Deer Hunter, The (1978)",Drama|War,Long,70s,F,25-34,executive-managerial,NY,2000-12-29 23:33:14,5
195,1796,In God's Hands (1998),Action|Drama,Long,90s,M,25-34,programmer,NY,2002-09-02 15:42:23,4
151,3225,Down to You (2000),Comedy|Romance,Long,2000s,F,25-34,writer,AZ,2001-05-29 00:23:13,1
549,992,"Rich Man's Wife, The (1996)",Thriller,Long,90s,M,25-34,doctor-health care,WI,2000-12-06 15:30:57,1
462,84,Last Summer in the Hamptons (1995),Comedy|Drama,Long,90s,M,18-24,self-employed,MN,2001-06-10 03:10:32,1
123,1388,Jaws 2 (1978),Action|Horror,Long,70s,M,35-44,homemaker,KS,2000-12-23 00:03:28,3
59,3091,Kagemusha (1980),Drama|War,Long,80s,F,50-55,academic-educator,MN,2000-12-27 16:27:37,3
53,81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,Long,90s,M,25-34,other,GU,2000-12-28 07:01:53,4
17,1921,Pi (1998),Sci-Fi|Thriller,Long,90s,M,50-55,academic-educator,CA,2000-12-30 07:16:56,4
139,206,Unzipped (1995),Documentary,Long,90s,F,25-34,writer,OH,2000-12-21 01:03:59,5
4812,2308,Detroit 9000 (1973),Action|Crime,Long,70s,M,18-24,sales-marketing,WV,2000-07-07 01:13:11,2
1,608,Fargo (1996),Crime|Drama|Thriller,Long,90s,F,<18,K-12 student,MI,2000-12-31 22:23:18,4
17,2454,"Fly, The (1958)",Horror|Sci-Fi,Long,50s,M,50-55,academic-educator,CA,2000-12-30 07:22:13,2
62,2436,Tea with Mussolini (1999),Comedy,Long,90s,F,35-44,clerical-admin,WA,2000-12-27 07:48:38,4
33,3359,Breaking Away (1979),Drama,Long,70s,M,45-49,clerical-admin,MN,2001-01-08 19:36:06,3
192,1004,"Glimmer Man, The (1996)",Action|Thriller,Long,90s,M,18-24,academic-educator,NY,2000-12-25 22:06:29,1
18,1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,Long,90s,F,18-24,clerical-admin,CA,2000-12-30 05:19:43,3
169,1930,Cavalcade (1933),Drama,Long,30s,M,25-34,executive-managerial,MN,2000-12-19 06:48:49,4
19,2064,Roger & Me (1989),Comedy|Documentary,Long,80s,M,<18,K-12 student,MI,2001-01-03 21:20:35,3
216,1397,Bastard Out of Carolina (1996),Drama,Long,90s,M,45-49,retired,IA,2000-12-15 08:32:00,3
329,1525,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy,Long,90s,M,35-44,executive-managerial,MA,2000-12-30 18:40:44,1
146,2570,"Walk on the Moon, A (1999)",Drama|Romance,Long,90s,F,35-44,writer,NY,2000-12-20 19:43:08,5
195,2844,"Minus Man, The (1999)",Drama|Mystery,Long,90s,M,25-34,programmer,NY,2001-11-11 05:32:10,4
19,3752,"Me, Myself and Irene (2000)",Comedy,Long,2000s,M,<18,K-12 student,MI,2001-01-13 23:43:10,4
15,3624,Shanghai Noon (2000),Action,Long,2000s,M,25-34,executive-managerial,VA,2000-12-30 17:24:14,4
4854,3353,"Closer You Get, The (2000)",Comedy|Romance,Long,2000s,F,50-55,retired,NH,2000-07-05 21:00:43,4
15,2058,"Negotiator, The (1998)",Action|Thriller,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:48:36,3
19,2713,Lake Placid (1999),Horror|Thriller,Long,90s,M,<18,K-12 student,MI,2001-02-14 22:45:19,2
15,748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:08:23,3
42,3758,Communion (1989),Drama|Sci-Fi|Thriller,Long,80s,M,25-34,farmer,VA,2000-12-28 21:46:59,4
272,3761,"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",Crime|Drama,Long,90s,M,18-24,other,CO,2000-12-13 08:34:50,5
272,1662,Gang Related (1997),Crime,Long,90s,M,18-24,other,CO,2000-12-13 08:36:06,1
2,1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy,Long,90s,M,>56,self-employed,LA,2000-12-31 21:53:40,4
2909,1671,Deceiver (1997),Crime,Long,90s,M,25-34,executive-managerial,OH,2000-10-19 16:49:50,5
48,346,Backbeat (1993),Drama|Musical,Long,90s,M,25-34,college-grad student,CA,2000-12-29 03:19:06,3
131,3746,Butterfly (La Lengua de las Mariposas) (2000),Drama|War,Long,90s,M,18-24,college-grad student,CT,2000-12-21 20:33:16,3
1,745,"Close Shave, A (1995)",Animation|Comedy|Thriller,Short,90s,F,<18,K-12 student,MI,2001-01-06 23:37:48,3
195,870,Gone Fishin' (1997),Comedy,Long,90s,M,25-34,programmer,NY,2001-03-01 04:30:53,3
28,1266,Unforgiven (1992),Western,Long,90s,F,25-34,academic-educator,NY,2000-12-29 21:49:05,3
2,1784,As Good As It Gets (1997),Comedy|Drama,Long,90s,M,>56,self-employed,LA,2000-12-31 21:40:41,5
12,3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,Long,70s,M,25-34,programmer,FL,2000-12-30 23:51:13,3
15,1909,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,Long,90s,M,25-34,executive-managerial,VA,2000-12-30 17:55:07,4
151,605,One Fine Day (1996),Drama|Romance,Long,90s,F,25-34,writer,AZ,2001-01-05 08:17:44,2
3476,3237,Kestrel's Eye (Falkens öga) (1998),Documentary,Long,90s,M,50-55,other,OH,2000-08-24 16:10:20,1
48,3615,Dinosaur (2000),Animation|Children's,Long,2000s,M,25-34,college-grad student,CA,2000-12-28 03:51:13,3
48,1665,Bean (1997),Comedy,Long,90s,M,25-34,college-grad student,CA,2000-12-30 03:24:52,2
24,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,Long,90s,F,25-34,executive-managerial,NY,2000-12-29 23:43:34,4
18,2573,Tango (1998),Drama,Long,90s,F,18-24,clerical-admin,CA,2000-12-30 06:17:48,4
3135,3636,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),Drama,Long,90s,M,25-34,scientist,NY,2000-09-16 01:33:48,2
53,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,Long,90s,M,25-34,other,GU,2000-12-28 06:54:52,3
216,602,"Great Day in Harlem, A (1994)",Documentary,Short,90s,M,45-49,retired,IA,2000-12-15 08:56:23,4
889,3368,"Big Country, The (1958)",Romance|Western,Long,50s,M,45-49,writer,NY,2000-11-26 15:55:06,3
2,349,Clear and Present Danger (1994),Action|Adventure|Thriller,Long,90s,M,>56,self-employed,LA,2000-12-31 21:57:19,4
53,617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,Long,90s,M,25-34,other,GU,2000-12-28 06:39:15,5
17,3484,"Skulls, The (2000)",Thriller,Long,2000s,M,50-55,academic-educator,CA,2000-12-30 06:47:25,2
1470,3621,Possession (1981),Drama|Horror,Long,80s,M,18-24,college-grad student,CA,2000-11-21 19:54:27,1
33,3100,"River Runs Through It, A (1992)",Drama,Long,90s,M,45-49,clerical-admin,MN,2000-12-29 17:12:59,2
62,3109,"River, The (1984)",Drama,Long,80s,F,35-44,clerical-admin,WA,2000-12-27 09:22:25,3
