user_id,gender,age,occupation,location
2005,M,18-24,college-grad student,ND
2242,M,18-24,college-grad student,IL
4059,M,25-34,sales-marketing,CO
510,M,18-24,programmer,MN
383,F,25-34,executive-managerial,TX
2386,F,25-34,other,CT
5043,F,18-24,doctor-health care,CA
4810,M,18-24,programmer,CO
713,M,35-44,executive-managerial,TX
2836,M,25-34,programmer,NJ
2838,M,18-24,academic-educator,CA
1600,M,35-44,executive-managerial,NJ
5996,F,25-34,other,NM
1351,F,25-34,technician-engineer,WA
5095,F,35-44,academic-educator,VA
1167,F,50-55,academic-educator,MN
75,F,<18,K-12 student,MA
3873,F,45-49,artist,CA
2414,M,25-34,academic-educator,MI
5051,F,50-55,executive-managerial,NY
5801,M,25-34,self-employed,ME
2070,F,35-44,doctor-health care,NY
506,M,25-34,self-employed,N/A
3089,M,45-49,self-employed,CA
1253,F,35-44,writer,TX
3373,M,18-24,self-employed,CA
498,M,35-44,technician-engineer,MN
5296,F,<18,other,N/A
4201,F,25-34,other,MO
833,M,35-44,executive-managerial,IN
5852,F,25-34,academic-educator,CA
2759,M,25-34,executive-managerial,AL
550,M,45-49,farmer,N/A
1890,M,50-55,doctor-health care,CA
4602,M,35-44,executive-managerial,NY
3955,M,35-44,other,NY
282,M,25-34,technician-engineer,CA
3233,M,50-55,artist,IL
2,M,>56,self-employed,LA
573,F,35-44,artist,WA
4951,F,35-44,technician-engineer,CA
1790,M,25-34,other,PA
2971,M,25-34,college-grad student,MI
940,M,<18,K-12 student,TX
3361,M,25-34,college-grad student,CA
2290,M,25-34,other,IL
1491,M,18-24,college-grad student,CT
2110,M,50-55,lawyer,IN
1776,M,25-34,other,OH
2582,F,25-34,academic-educator,OR
1250,M,50-55,other,NY
3751,F,35-44,programmer,MN
1038,F,>56,scientist,VA
5552,M,50-55,executive-managerial,VA
2703,M,35-44,lawyer,IA
3825,M,18-24,academic-educator,CT
2159,F,50-55,sales-marketing,IL
5342,F,35-44,executive-managerial,VA
1999,F,35-44,clerical-admin,MA
3987,F,18-24,college-grad student,MA
5959,F,18-24,college-grad student,NY
4030,M,35-44,executive-managerial,NV
4580,F,>56,retired,OR
3578,M,50-55,clerical-admin,HI
4866,M,>56,programmer,ME
4402,F,18-24,sales-marketing,OH
2206,M,45-49,executive-managerial,NY
5072,M,45-49,technician-engineer,OR
2991,M,50-55,academic-educator,MI
834,F,35-44,programmer,TX
4524,M,25-34,artist,MN
295,M,18-24,other,CO
1132,M,18-24,programmer,WA
1555,F,18-24,other,DC
3705,M,45-49,executive-managerial,GA
5034,F,25-34,scientist,IL
3256,M,25-34,scientist,CA
3173,M,25-34,programmer,MN
2465,M,50-55,doctor-health care,OH
4670,M,35-44,customer service,CA
4857,M,25-34,sales-marketing,VA
6028,M,18-24,college-grad student,CA
496,M,18-24,college-grad student,MN
3099,M,25-34,technician-engineer,MD
4995,M,50-55,writer,MN
3191,M,25-34,programmer,NC
1443,M,35-44,artist,WA
4802,M,>56,academic-educator,KY
85,M,18-24,college-grad student,CA
3975,F,25-34,customer service,OH
323,M,45-49,programmer,WI
3854,M,25-34,sales-marketing,GA
3207,M,35-44,executive-managerial,IL
4429,M,25-34,customer service,AZ
459,F,18-24,college-grad student,MN
746,F,18-24,unemployed,CA
3408,M,25-34,technician-engineer,NY
1064,M,25-34,executive-managerial,CA
1151,M,25-34,scientist,IN
10,F,35-44,academic-educator,CA
4315,M,18-24,college-grad student,OH
4130,M,35-44,doctor-health care,MI
3870,M,25-34,technician-engineer,CA
1465,M,50-55,self-employed,CA
6025,F,25-34,academic-educator,FL
2484,M,45-49,customer service,GA
4216,M,25-34,technician-engineer,MA
1352,M,35-44,writer,CA
3721,M,25-34,scientist,CA
4357,F,35-44,homemaker,ID
4925,F,35-44,doctor-health care,MN
4149,M,35-44,academic-educator,FL
4333,M,50-55,artist,FL
2515,M,45-49,programmer,TN
602,F,>56,doctor-health care,NY
347,F,>56,academic-educator,MN
78,F,45-49,academic-educator,WA
1234,M,18-24,college-grad student,CA
254,M,35-44,technician-engineer,MI
914,F,35-44,homemaker,GA
3369,M,45-49,tradesman-craftsman,NY
5641,F,25-34,technician-engineer,MI
4626,M,25-34,sales-marketing,OR
5467,M,35-44,other,MO
5178,M,50-55,other,OH
5893,M,25-34,executive-managerial,MA
5381,M,25-34,sales-marketing,NY
1549,M,35-44,doctor-health care,MD
1938,F,25-34,artist,CA
4483,F,25-34,doctor-health care,AR
2004,M,45-49,unemployed,WI
5290,F,18-24,college-grad student,IL
877,M,25-34,other,CA
3753,M,25-34,executive-managerial,KY
2876,M,25-34,technician-engineer,MA
3924,M,50-55,programmer,CA
2024,M,<18,unemployed,CT
4091,M,25-34,technician-engineer,MN
5769,M,45-49,sales-marketing,VT
1130,M,18-24,executive-managerial,IL
4437,F,35-44,customer service,IN
42,M,25-34,farmer,VA
3874,M,25-34,executive-managerial,CA
694,M,18-24,college-grad student,TX
4843,M,>56,academic-educator,ME
1155,M,25-34,programmer,CA
3288,M,25-34,sales-marketing,CA
596,F,25-34,academic-educator,MA
5931,F,18-24,executive-managerial,CA
1306,M,25-34,clerical-admin,MO
674,M,25-34,technician-engineer,VA
964,M,25-34,executive-managerial,CA
2774,M,25-34,academic-educator,CA
5574,M,25-34,other,MD
739,M,35-44,programmer,MN
324,M,35-44,technician-engineer,MN
3826,M,25-34,academic-educator,MI
4776,F,25-34,clerical-admin,IN
3508,M,18-24,college-grad student,MA
1556,M,18-24,college-grad student,MI
1875,M,35-44,programmer,CA
1479,F,50-55,artist,CA
3232,M,35-44,programmer,CA
3510,F,18-24,college-grad student,MA
5614,M,25-34,other,NY
4607,M,25-34,other,NC
2907,F,35-44,customer service,NY
5668,F,25-34,clerical-admin,KY
1871,F,45-49,academic-educator,IN
3119,M,45-49,academic-educator,TN
2280,M,>56,doctor-health care,OK
4751,M,50-55,scientist,MA
1804,M,25-34,executive-managerial,VA
2566,M,35-44,technician-engineer,CA
2374,M,25-34,sales-marketing,CA
919,F,35-44,academic-educator,CA
5103,F,35-44,self-employed,TX
7,M,35-44,academic-educator,CT
336,M,18-24,other,N/A
4778,M,25-34,other,IN
985,M,25-34,college-grad student,FL
57,M,18-24,unemployed,GA
3112,M,18-24,programmer,WA
5314,F,25-34,other,CA
5518,M,50-55,technician-engineer,TX
2528,M,>56,other,TN
369,M,35-44,academic-educator,MN
2605,M,35-44,executive-managerial,TX
1627,M,18-24,technician-engineer,CA
1316,M,50-55,artist,IA
1661,M,35-44,executive-managerial,CO
4742,M,25-34,clerical-admin,CA
302,M,18-24,college-grad student,ME
4707,M,<18,other,CA
5162,M,25-34,technician-engineer,CA
4731,M,25-34,technician-engineer,WA
4127,M,50-55,technician-engineer,PA
2649,M,25-34,self-employed,CO
3707,F,18-24,other,FL
5427,M,35-44,unemployed,NY
221,F,25-34,other,CA
370,M,18-24,technician-engineer,VA
4444,F,25-34,programmer,CO
1678,F,18-24,technician-engineer,OR
3386,M,18-24,college-grad student,MN
235,M,25-34,other,N/A
285,F,35-44,other,CA
2478,M,50-55,academic-educator,TN
4845,F,25-34,academic-educator,MN
1515,M,25-34,self-employed,MI
3305,M,>56,writer,CA
1941,M,35-44,technician-engineer,CA
5988,M,25-34,scientist,CA
4336,F,25-34,other,KY
2085,M,18-24,other,CT
4076,M,25-34,technician-engineer,MN
2908,M,18-24,artist,OK
5643,F,35-44,academic-educator,UT
2064,M,35-44,academic-educator,MA
995,F,18-24,college-grad student,HI
1077,M,25-34,clerical-admin,IL
2184,M,18-24,college-grad student,OH
5737,M,45-49,scientist,CA
3901,M,18-24,sales-marketing,AZ
3058,M,18-24,programmer,MN
815,M,25-34,college-grad student,TN
5497,M,25-34,college-grad student,IL
1330,M,>56,academic-educator,CA
2073,F,18-24,college-grad student,NY
4589,M,25-34,technician-engineer,MA
5557,M,35-44,sales-marketing,FL
4795,M,45-49,self-employed,NY
1605,F,18-24,other,NC
1557,F,18-24,college-grad student,NY
5120,M,50-55,executive-managerial,CO
5105,M,50-55,executive-managerial,PA
4362,M,25-34,technician-engineer,AZ
4433,M,25-34,other,OH
1049,M,45-49,sales-marketing,CA
2308,F,45-49,self-employed,MI
2452,M,45-49,executive-managerial,MA
754,M,35-44,executive-managerial,TN
3906,M,50-55,technician-engineer,WI
2336,M,35-44,tradesman-craftsman,NY
94,M,25-34,technician-engineer,NC
2388,M,>56,customer service,CT
1629,M,18-24,college-grad student,NY
5155,M,25-34,self-employed,FL
2461,M,18-24,college-grad student,WA
2114,M,18-24,tradesman-craftsman,MD
5993,F,50-55,writer,IA
3252,M,50-55,other,TX
5685,M,25-34,technician-engineer,CA
286,M,25-34,academic-educator,WI
258,M,25-34,executive-managerial,MN
1728,M,18-24,college-grad student,N/A
4222,F,45-49,technician-engineer,MN
2021,M,25-34,other,IL
307,M,50-55,self-employed,CA
2208,M,25-34,other,NY
1490,M,50-55,executive-managerial,CA
2732,M,45-49,technician-engineer,CA
5701,M,25-34,executive-managerial,MN
4544,M,>56,academic-educator,WI
2434,M,25-34,college-grad student,VA
3327,M,18-24,programmer,CA
4805,M,35-44,academic-educator,OH
3813,M,35-44,executive-managerial,CO
604,M,45-49,technician-engineer,FL
1239,F,25-34,writer,IA
553,M,25-34,artist,CA
1814,M,50-55,executive-managerial,NY
4420,M,25-34,scientist,CA
3247,M,35-44,scientist,CA
2881,F,25-34,programmer,TX
448,M,25-34,technician-engineer,CO
4892,M,25-34,programmer,MN
422,M,>56,technician-engineer,MN
902,M,>56,other,OH
5790,F,35-44,other,MN
2103,M,35-44,programmer,NH
3738,M,45-49,executive-managerial,N/A
65,M,35-44,programmer,MN
3172,M,18-24,programmer,MN
299,M,25-34,programmer,OR
3539,F,25-34,college-grad student,TX
2115,M,35-44,technician-engineer,MA
3452,M,25-34,sales-marketing,NJ
4144,M,18-24,college-grad student,MA
5285,M,18-24,college-grad student,MN
3132,M,35-44,executive-managerial,WA
2013,M,45-49,other,IL
3467,M,25-34,sales-marketing,MN
1596,F,18-24,customer service,MI
3393,M,35-44,programmer,IL
1779,M,18-24,academic-educator,TX
4638,M,25-34,college-grad student,MN
3780,M,<18,other,IN
4094,M,25-34,technician-engineer,MI
751,F,25-34,technician-engineer,OR
1086,M,18-24,college-grad student,WA
4944,M,50-55,technician-engineer,NY
4081,M,18-24,programmer,PA
1413,M,18-24,clerical-admin,WA
5166,M,50-55,doctor-health care,KY
777,M,18-24,unemployed,NM
4722,M,35-44,programmer,MN
2483,M,>56,retired,CA
5708,M,35-44,academic-educator,CA
656,F,45-49,self-employed,CA
5877,M,18-24,programmer,MA
555,M,18-24,college-grad student,WI
5050,F,18-24,college-grad student,NY
124,M,>56,executive-managerial,CA
4821,M,18-24,unemployed,TX
5881,M,35-44,technician-engineer,GA
1057,M,45-49,technician-engineer,OK
3673,M,25-34,artist,NY
5722,M,25-34,writer,MI
1269,F,>56,retired,N/A
4694,M,>56,executive-managerial,KY
98,F,35-44,executive-managerial,FL
3688,M,18-24,doctor-health care,MD
3130,M,25-34,executive-managerial,FL
5362,M,35-44,retired,MO
5194,M,25-34,executive-managerial,MN
1817,M,35-44,academic-educator,WI
2212,M,18-24,college-grad student,CO
317,M,35-44,executive-managerial,TN
4296,M,>56,doctor-health care,FL
4898,M,25-34,academic-educator,NC
2652,M,35-44,writer,UT
4150,M,25-34,other,SC
3982,M,>56,retired,CA
5992,F,18-24,college-grad student,MD
567,M,35-44,writer,N/A
819,M,35-44,executive-managerial,IL
1084,M,<18,unemployed,NH
5261,M,35-44,programmer,NY
2367,F,25-34,homemaker,MI
1284,M,45-49,self-employed,FL
5564,M,45-49,writer,MA
4050,M,35-44,doctor-health care,IL
1935,M,<18,K-12 student,CA
2341,M,>56,academic-educator,NY
5227,M,18-24,K-12 student,MO
1729,M,25-34,executive-managerial,WI
6003,F,45-49,technician-engineer,TX
3260,M,25-34,college-grad student,OH
1548,M,35-44,academic-educator,WI
2700,M,25-34,executive-managerial,GA
4662,F,18-24,college-grad student,UT
107,M,45-49,tradesman-craftsman,MO
4391,F,18-24,college-grad student,OH
3471,M,18-24,college-grad student,CO
2689,M,25-34,programmer,NC
2167,F,25-34,doctor-health care,CA
3598,M,>56,academic-educator,CA
3355,M,25-34,academic-educator,N/A
3324,M,35-44,technician-engineer,MI
2692,F,18-24,college-grad student,NY
2672,M,35-44,executive-managerial,ME
718,M,18-24,artist,CA
2261,M,25-34,customer service,FL
5080,F,50-55,programmer,CA
830,M,35-44,executive-managerial,IL
1513,F,35-44,self-employed,CA
3634,M,50-55,academic-educator,NM
5343,F,25-34,homemaker,IL
1247,M,35-44,other,CA
2025,M,>56,retired,NH
4914,F,25-34,academic-educator,MA
338,M,35-44,executive-managerial,MN
5659,M,25-34,other,MD
4370,M,25-34,self-employed,NJ
3526,M,35-44,artist,N/A
4890,F,25-34,academic-educator,TX
4985,M,35-44,other,SC
3630,M,18-24,college-grad student,TX
2714,M,18-24,college-grad student,HI
4700,F,18-24,college-grad student,MI
4789,M,35-44,artist,MN
5114,F,<18,K-12 student,VA
3415,M,35-44,executive-managerial,CO
5241,F,25-34,college-grad student,MA
4612,F,18-24,college-grad student,CA
6040,M,25-34,doctor-health care,NY
1021,M,35-44,other,CA
4976,M,25-34,lawyer,MO
3980,M,25-34,college-grad student,KS
1917,M,18-24,K-12 student,CA
5275,M,25-34,technician-engineer,IL
2065,M,25-34,doctor-health care,IN
4525,M,25-34,sales-marketing,NY
715,M,18-24,other,WI
5042,F,18-24,artist,MN
2469,M,25-34,college-grad student,CA
5536,M,25-34,self-employed,KS
5827,M,25-34,artist,MN
3525,F,18-24,college-grad student,MA
4538,M,25-34,programmer,N/A
2411,F,35-44,sales-marketing,MA
2086,M,35-44,sales-marketing,MI
4033,M,25-34,doctor-health care,OH
4605,M,25-34,scientist,CA
2690,M,25-34,executive-managerial,VA
3897,M,>56,technician-engineer,CA
5312,M,25-34,academic-educator,NY
2955,M,35-44,sales-marketing,CA
2710,M,35-44,technician-engineer,CA
5506,F,18-24,sales-marketing,IL
200,F,18-24,college-grad student,UT
2575,M,35-44,executive-managerial,TX
2010,M,18-24,college-grad student,CO
194,F,<18,K-12 student,SC
479,M,25-34,programmer,MN
4961,M,25-34,executive-managerial,IN
2146,M,18-24,artist,CA
3352,M,35-44,other,GA
5002,M,25-34,technician-engineer,CA
3002,M,45-49,lawyer,CA
4126,M,25-34,technician-engineer,WI
3292,F,50-55,doctor-health care,TX
1394,F,25-34,clerical-admin,CA
1887,M,>56,scientist,CA
3915,F,35-44,clerical-admin,LA
1175,F,25-34,artist,CA
4164,M,35-44,academic-educator,IA
2162,F,<18,K-12 student,AL
4277,M,35-44,self-employed,WA
5647,M,18-24,academic-educator,IL
5271,F,25-34,other,CA
4481,M,25-34,tradesman-craftsman,WV
2310,M,45-49,programmer,MI
5474,M,25-34,programmer,DC
483,M,18-24,programmer,MN
5675,M,35-44,sales-marketing,GA
781,M,18-24,college-grad student,CA
3065,F,18-24,college-grad student,MI
3389,M,18-24,other,NY
1323,F,35-44,artist,NY
5164,F,35-44,technician-engineer,CA
2164,M,35-44,other,CA
2018,M,35-44,self-employed,IN
1448,F,25-34,clerical-admin,PA
1126,M,>56,self-employed,NY
2596,M,50-55,executive-managerial,MI
1857,M,<18,K-12 student,CA
5544,M,25-34,scientist,NJ
4320,M,25-34,customer service,NV
3155,M,25-34,executive-managerial,MN
1864,M,35-44,executive-managerial,CA
5541,M,>56,executive-managerial,CA
283,M,25-34,other,NY
1916,M,45-49,executive-managerial,CA
4627,M,>56,academic-educator,OH
3208,M,25-34,sales-marketing,GA
2879,M,18-24,college-grad student,IL
2609,F,50-55,programmer,MN
2255,F,35-44,doctor-health care,OH
273,M,18-24,college-grad student,MN
3079,F,25-34,academic-educator,MN
5207,M,25-34,other,WA
2148,F,18-24,other,CO
2362,M,25-34,sales-marketing,CA
1645,F,18-24,homemaker,IL
1146,F,18-24,self-employed,CO
5875,M,25-34,college-grad student,PA
1734,M,45-49,technician-engineer,CA
3210,F,45-49,other,MA
4701,M,45-49,technician-engineer,PA
3366,M,35-44,sales-marketing,NJ
603,F,25-34,doctor-health care,FL
5849,M,35-44,technician-engineer,OR
2510,M,25-34,executive-managerial,TN
3290,M,25-34,sales-marketing,CA
5492,M,18-24,college-grad student,MN
5129,M,45-49,technician-engineer,KY
3276,M,25-34,writer,MN
472,M,35-44,other,MN
1808,F,18-24,college-grad student,VA
4432,M,25-34,programmer,MD
6026,M,35-44,doctor-health care,NY
2180,M,25-34,programmer,N/A
3117,M,35-44,other,ID
5604,M,35-44,scientist,MO
54,M,50-55,academic-educator,MN
2981,M,45-49,doctor-health care,IA
2366,F,45-49,self-employed,MA
456,M,35-44,other,MN
3831,F,18-24,doctor-health care,UT
2425,F,35-44,sales-marketing,OH
1667,M,50-55,self-employed,WA
3050,M,35-44,programmer,CA
2049,F,50-55,other,NY
3199,M,18-24,other,SD
5749,M,25-34,artist,CA
797,F,50-55,executive-managerial,VA
1063,M,35-44,executive-managerial,IA
3846,M,35-44,other,FL
4862,M,25-34,other,CA
547,M,35-44,programmer,TX
5897,M,25-34,writer,MA
5307,M,25-34,customer service,AZ
3135,M,25-34,scientist,NY
3286,F,35-44,executive-managerial,CO
2369,M,35-44,sales-marketing,CT
5429,F,25-34,academic-educator,MA
4203,M,25-34,tradesman-craftsman,ND
115,M,25-34,technician-engineer,NC
5612,F,25-34,academic-educator,MA
2053,M,45-49,lawyer,CT
2858,F,<18,K-12 student,AR
2249,M,25-34,customer service,IL
3401,M,35-44,executive-managerial,TX
4575,F,<18,K-12 student,NH
3536,M,18-24,college-grad student,SD
4322,F,50-55,doctor-health care,TX
429,M,18-24,other,WI
2998,F,25-34,academic-educator,OH
1386,F,25-34,other,NJ
250,M,35-44,self-employed,NY
2603,M,25-34,technician-engineer,PA
3076,M,35-44,technician-engineer,GA
1308,M,<18,K-12 student,TX
2516,F,45-49,doctor-health care,TN
3603,F,35-44,executive-managerial,TX
1690,M,35-44,self-employed,WA
2551,M,25-34,programmer,WA
1748,M,50-55,academic-educator,ME
4542,M,35-44,other,CA
1895,M,35-44,sales-marketing,NV
3086,M,18-24,programmer,WA
5916,M,50-55,writer,MI
1226,M,18-24,writer,NJ
4484,F,25-34,technician-engineer,CA
4061,M,50-55,doctor-health care,FL
2538,M,>56,retired,TN
3488,M,45-49,technician-engineer,CO
1357,M,45-49,other,FL
1773,M,18-24,college-grad student,NJ
776,F,25-34,clerical-admin,CA
2830,M,35-44,executive-managerial,CA
3133,M,18-24,college-grad student,N/A
5024,F,45-49,academic-educator,NY
4461,M,25-34,writer,CO
2874,F,35-44,writer,DC
5255,M,<18,K-12 student,MN
3978,M,35-44,retired,TX
3281,M,25-34,technician-engineer,TX
1382,F,45-49,academic-educator,N/A
318,F,>56,retired,MN
800,F,35-44,programmer,AR
2236,M,<18,K-12 student,HI
3068,F,35-44,homemaker,KS
160,M,35-44,executive-managerial,NY
5203,F,45-49,doctor-health care,MA
1446,M,35-44,programmer,NY
1335,M,35-44,other,NY
296,M,50-55,customer service,NV
409,M,18-24,programmer,MN
5502,M,25-34,artist,KS
963,M,25-34,other,MI
3271,F,35-44,other,CA
5702,M,18-24,other,CA
913,M,25-34,other,N/A
5775,M,25-34,lawyer,NY
3033,M,18-24,college-grad student,RI
1783,M,18-24,college-grad student,NY
5233,M,25-34,customer service,OR
5599,M,35-44,executive-managerial,CA
5693,F,25-34,college-grad student,CA
2032,M,50-55,sales-marketing,OH
1977,M,>56,doctor-health care,MA
3328,M,>56,unemployed,N/A
3913,M,18-24,technician-engineer,KY
1580,F,18-24,college-grad student,TX
458,M,50-55,self-employed,N/A
4657,M,45-49,sales-marketing,MN
5683,F,18-24,homemaker,CA
1798,M,45-49,lawyer,VA
3902,M,25-34,customer service,IN
4416,M,18-24,college-grad student,MA
5087,F,25-34,doctor-health care,PA
1379,F,>56,retired,CA
5787,M,25-34,writer,CA
2523,M,25-34,technician-engineer,MI
1697,F,18-24,college-grad student,WA
3698,M,25-34,executive-managerial,WI
1601,M,25-34,programmer,WY
3672,M,35-44,customer service,NJ
5598,M,18-24,college-grad student,NC
3479,M,18-24,college-grad student,TX
2323,M,35-44,clerical-admin,NY
214,M,18-24,writer,CO
536,M,25-34,writer,MA
1829,M,25-34,self-employed,NJ
3961,M,25-34,academic-educator,OH
758,M,35-44,executive-managerial,PA
1089,M,35-44,doctor-health care,TN
2177,F,35-44,writer,CA
2568,M,25-34,technician-engineer,N/A
4593,F,45-49,academic-educator,OH
1292,M,25-34,executive-managerial,CA
4427,M,18-24,other,IA
4725,M,35-44,customer service,N/A
165,M,18-24,self-employed,WA
2034,F,45-49,artist,MA
4440,M,35-44,academic-educator,CO
1233,F,45-49,writer,CA
5372,M,25-34,college-grad student,NY
1885,M,50-55,technician-engineer,CA
5524,F,<18,K-12 student,WV
3084,M,25-34,self-employed,MA
1409,M,18-24,college-grad student,OR
3259,F,18-24,college-grad student,CA
837,M,>56,executive-managerial,NJ
1997,M,25-34,other,UT
2408,F,45-49,academic-educator,MA
3279,M,45-49,scientist,CA
1265,F,18-24,writer,MI
1536,F,35-44,clerical-admin,WY
634,F,<18,K-12 student,MI
2094,M,35-44,artist,IL
2782,F,18-24,college-grad student,MI
1414,M,18-24,college-grad student,AZ
5263,M,35-44,executive-managerial,KY
1638,F,18-24,technician-engineer,CA
708,M,25-34,other,TN
566,M,25-34,technician-engineer,CA
732,M,25-34,executive-managerial,NJ
5169,F,50-55,college-grad student,WI
4077,F,35-44,artist,VA
1014,F,45-49,technician-engineer,NH
4786,M,45-49,doctor-health care,VA
1053,M,35-44,other,PA
4635,M,18-24,college-grad student,CA
1364,F,45-49,artist,OR
1237,M,18-24,college-grad student,FL
2117,M,>56,retired,MI
3152,M,18-24,college-grad student,IL
3395,M,25-34,executive-managerial,MA
5009,F,45-49,self-employed,MO
4089,M,25-34,executive-managerial,TX
1362,M,35-44,programmer,TX
1558,M,18-24,doctor-health care,IL
3558,M,18-24,technician-engineer,KS
4758,F,>56,retired,NH
1000,F,25-34,doctor-health care,CA
5205,M,25-34,academic-educator,RI
5666,M,18-24,self-employed,NY
2151,M,>56,retired,FL
5216,M,18-24,artist,N/A
3529,F,45-49,academic-educator,OR
3258,M,45-49,doctor-health care,MA
2496,M,50-55,academic-educator,TN
2513,M,>56,academic-educator,TN
4924,F,35-44,other,AK
2397,F,35-44,lawyer,OH
757,M,25-34,programmer,OR
2756,M,18-24,college-grad student,OR
2389,M,25-34,self-employed,TN
5909,M,18-24,writer,CA
5062,M,50-55,self-employed,MO
2965,F,35-44,college-grad student,MI
4896,M,35-44,doctor-health care,UT
1660,F,25-34,artist,CA
4368,M,18-24,technician-engineer,VA
1604,M,25-34,lawyer,IA
5782,F,35-44,other,MN
979,M,<18,K-12 student,MI
3812,M,35-44,technician-engineer,TX
427,M,35-44,programmer,MN
3319,F,>56,retired,CA
2792,M,18-24,college-grad student,MA
2334,F,>56,executive-managerial,MA
3095,F,25-34,clerical-admin,CT
5567,M,50-55,clerical-admin,TX
5367,M,18-24,college-grad student,MN
5031,F,25-34,college-grad student,NV
1632,M,25-34,self-employed,CA
5123,M,50-55,programmer,FL
3351,F,18-24,customer service,CA
5041,F,45-49,doctor-health care,IL
4215,M,25-34,executive-managerial,TX
1042,M,35-44,customer service,CA
4567,M,18-24,college-grad student,WA
2326,M,18-24,college-grad student,MA
4470,M,35-44,programmer,PA
5098,M,50-55,executive-managerial,PA
1523,M,25-34,technician-engineer,CA
3659,M,18-24,college-grad student,SC
1760,F,25-34,clerical-admin,CA
5349,F,50-55,artist,OR
4154,M,25-34,academic-educator,SC
5898,F,18-24,other,MA
1248,F,35-44,writer,CA
2382,M,50-55,retired,MT
122,F,18-24,college-grad student,CA
5028,M,25-34,programmer,CA
2145,M,18-24,K-12 student,FL
4398,F,18-24,college-grad student,OH
231,M,25-34,clerical-admin,MN
2307,M,25-34,technician-engineer,MA
5742,F,25-34,programmer,MD
144,M,25-34,technician-engineer,SC
5756,F,<18,K-12 student,WA
79,F,45-49,other,WA
3478,M,25-34,executive-managerial,NY
4384,M,25-34,other,OH
481,M,45-49,executive-managerial,MN
986,F,>56,other,PA
4460,M,25-34,sales-marketing,LA
1072,F,35-44,executive-managerial,NJ
2816,M,25-34,executive-managerial,IL
1080,M,>56,executive-managerial,NJ
941,M,18-24,writer,OH
4396,M,18-24,academic-educator,OH
2251,M,35-44,sales-marketing,IL
3114,M,18-24,customer service,MO
802,M,25-34,self-employed,VA
4120,M,25-34,self-employed,LA
2663,F,25-34,college-grad student,MA
5962,M,35-44,executive-managerial,CO
322,M,>56,technician-engineer,MN
3604,F,<18,K-12 student,RI
179,M,25-34,other,MA
5990,F,25-34,writer,CA
5444,F,18-24,college-grad student,MN
4343,M,25-34,programmer,TX
1370,M,35-44,artist,CA
1800,M,18-24,college-grad student,LA
4519,M,50-55,executive-managerial,TN
4329,F,25-34,sales-marketing,TX
2823,M,25-34,college-grad student,MA
3862,M,25-34,technician-engineer,NY
5622,M,35-44,scientist,MA
4037,M,50-55,self-employed,CO
3565,M,25-34,tradesman-craftsman,WI
35,M,45-49,academic-educator,MA
545,M,35-44,technician-engineer,MA
1480,M,25-34,writer,CA
4090,M,>56,doctor-health care,TX
3347,F,35-44,executive-managerial,CA
3469,M,45-49,technician-engineer,MA
2099,F,18-24,other,MI
1839,M,18-24,college-grad student,NJ
69,F,25-34,academic-educator,MA
1846,M,45-49,programmer,CA
452,M,50-55,technician-engineer,MN
5391,M,25-34,executive-managerial,NY
6035,F,25-34,academic-educator,TX
2677,F,35-44,executive-managerial,KS
624,M,25-34,academic-educator,TX
2466,M,25-34,scientist,CA
5388,F,18-24,college-grad student,NY
2926,F,18-24,artist,MN
3052,M,35-44,programmer,NY
2530,M,18-24,other,KY
5796,F,25-34,executive-managerial,NY
1688,F,18-24,college-grad student,FL
1657,F,45-49,other,NY
5632,F,18-24,college-grad student,TX
5418,F,25-34,other,WI
4981,M,50-55,academic-educator,MN
3429,F,25-34,executive-managerial,CA
546,F,25-34,other,TN
2612,F,45-49,clerical-admin,CA
4380,F,25-34,academic-educator,TN
4504,F,25-34,other,MO
446,F,50-55,other,MN
2650,M,45-49,executive-managerial,TX
2079,M,<18,K-12 student,OH
88,F,45-49,academic-educator,MA
476,M,35-44,other,MN
3945,F,45-49,academic-educator,HI
2963,F,18-24,college-grad student,MI
3014,M,35-44,executive-managerial,N/A
3009,F,35-44,clerical-admin,MN
1815,M,<18,academic-educator,GA
512,M,35-44,other,MN
377,M,25-34,technician-engineer,MN
3458,M,45-49,other,MA
705,M,25-34,college-grad student,MI
1438,M,18-24,artist,MD
3663,F,35-44,homemaker,PA
195,M,25-34,programmer,NY
1274,M,45-49,executive-managerial,TN
3776,F,25-34,college-grad student,IA
1291,F,35-44,other,NY
424,M,25-34,technician-engineer,MN
228,M,25-34,scientist,MN
1377,M,35-44,self-employed,MO
4281,M,>56,retired,CA
1986,M,50-55,retired,CA
514,M,25-34,artist,MN
1123,M,50-55,other,CA
119,F,<18,K-12 student,TX
5960,F,45-49,other,LA
2188,F,18-24,unemployed,IL
1802,M,18-24,college-grad student,VA
3638,M,25-34,artist,CA
3045,M,45-49,academic-educator,CA
3741,M,25-34,other,HI
3911,M,18-24,other,CA
5795,M,25-34,academic-educator,CA
5082,M,35-44,academic-educator,VA
335,M,35-44,tradesman-craftsman,MN
1102,M,18-24,academic-educator,MN
5719,M,>56,executive-managerial,MD
726,F,25-34,homemaker,TX
219,F,25-34,college-grad student,MN
689,F,50-55,other,MI
2520,F,>56,artist,CA
4028,M,25-34,college-grad student,MA
1801,F,25-34,doctor-health care,WI
4604,M,25-34,scientist,NY
4869,F,45-49,doctor-health care,ME
