user_id,age
39949,18-24
80462,25-34
1474,50-55
2457,45-49
4162,25-34
4602,25-34
42882,>56
29751,35-44
12075,25-34
35954,18-24
79845,35-44
51507,35-44
75641,25-34
35496,45-49
58375,25-34
63496,18-24
52268,18-24
56449,25-34
77496,25-34
72375,45-49
85502,25-34
49111,35-44
4459,18-24
56223,18-24
14346,25-34
48123,45-49
36323,35-44
48269,25-34
68717,50-55
72890,25-34
85941,25-34
7632,25-34
10071,25-34
59708,<18
66045,18-24
122,>56
37090,25-34
42397,25-34
64202,25-34
25767,18-24
65242,>56
19162,25-34
60914,25-34
77069,25-34
50829,25-34
17662,18-24
82284,35-44
84467,<18
84844,<18
48225,25-34
12892,25-34
20310,25-34
39183,25-34
65273,25-34
40181,25-34
43733,<18
64588,25-34
57871,25-34
21274,18-24
28248,35-44
74553,50-55
11645,25-34
29794,25-34
34169,>56
41034,25-34
12839,25-34
61420,25-34
77003,25-34
25425,25-34
45111,35-44
84483,25-34
1493,18-24
24586,35-44
32078,25-34
42431,>56
63100,35-44
57975,50-55
54806,<18
2468,25-34
21454,25-34
63502,25-34
64948,>56
37355,45-49
41206,25-34
8582,25-34
35502,>56
14536,25-34
36163,25-34
68999,25-34
48220,25-34
13682,>56
14455,25-34
71232,50-55
20962,18-24
66026,25-34
37780,25-34
1311,25-34
52773,25-34
31852,25-34
9935,25-34
53877,18-24
23693,25-34
24169,18-24
12523,35-44
44346,25-34
64085,25-34
47050,25-34
3688,45-49
32774,25-34
44579,25-34
22728,25-34
48983,25-34
43914,35-44
5013,25-34
59493,35-44
65059,25-34
57727,25-34
66393,25-34
33803,35-44
79628,18-24
63648,<18
41392,35-44
15154,25-34
61496,50-55
56658,25-34
22190,25-34
68219,50-55
26403,18-24
32642,18-24
11485,25-34
63378,25-34
18181,25-34
21807,>56
12505,25-34
14175,25-34
55069,45-49
56934,25-34
4258,>56
41223,25-34
43578,25-34
54251,35-44
61620,18-24
27778,25-34
76423,35-44
5789,25-34
2186,>56
14621,25-34
10777,25-34
85984,25-34
69339,25-34
71201,25-34
57248,45-49
4683,45-49
69807,50-55
79385,25-34
6376,18-24
971,25-34
3202,25-34
53299,25-34
63844,35-44
68138,25-34
79222,35-44
14872,25-34
12573,25-34
24225,35-44
16486,25-34
61489,45-49
47240,25-34
75479,25-34
60819,18-24
53990,35-44
43763,25-34
16699,25-34
48683,25-34
64699,<18
1367,35-44
2452,25-34
10229,25-34
53621,25-34
19330,45-49
53779,18-24
64905,25-34
12607,35-44
62227,18-24
56928,25-34
72815,25-34
25190,25-34
14570,25-34
40708,25-34
44672,25-34
14048,18-24
39937,>56
26416,35-44
56613,50-55
46931,<18
63081,25-34
58906,35-44
10599,<18
72924,18-24
10471,35-44
11223,25-34
2344,25-34
14837,25-34
41272,25-34
73641,35-44
75947,18-24
8566,25-34
12129,25-34
72079,25-34
73485,25-34
77522,25-34
79881,25-34
71029,25-34
2634,18-24
34782,25-34
51840,35-44
72109,25-34
4115,45-49
37528,25-34
80218,25-34
7325,25-34
29731,18-24
47200,25-34
32554,50-55
31378,18-24
19982,45-49
55585,45-49
41203,35-44
39761,35-44
43106,45-49
40284,25-34
42336,<18
65381,25-34
4363,25-34
35727,25-34
34658,18-24
67376,18-24
49191,25-34
20605,18-24
8644,>56
21424,25-34
6317,>56
6185,>56
10685,25-34
12543,25-34
47198,25-34
28094,25-34
15219,50-55
82935,>56
15994,25-34
22429,35-44
18589,50-55
2517,>56
54330,25-34
47082,25-34
28258,25-34
60262,25-34
8533,25-34
72671,25-34
38250,>56
9612,25-34
8145,25-34
61323,<18
19867,25-34
25498,35-44
53222,25-34
9625,25-34
49779,25-34
71089,25-34
24926,25-34
57046,25-34
62788,<18
77941,25-34
55336,25-34
36959,25-34
39763,35-44
46918,18-24
28330,25-34
54088,45-49
28988,35-44
67528,25-34
28714,45-49
9608,35-44
30809,25-34
65149,50-55
42150,>56
46565,25-34
258,35-44
31513,25-34
29199,25-34
80283,25-34
4307,25-34
62960,18-24
69585,25-34
44319,35-44
44244,25-34
13072,25-34
72637,25-34
34064,50-55
71687,25-34
77279,>56
24704,25-34
55902,>56
14230,45-49
43741,45-49
9221,35-44
22986,18-24
8917,35-44
16761,>56
46117,25-34
17293,25-34
11174,25-34
86096,25-34
15742,25-34
25575,25-34
66529,35-44
39486,>56
37274,<18
3880,45-49
5990,25-34
21661,25-34
4914,35-44
30078,25-34
56850,50-55
77524,25-34
18588,>56
32090,25-34
69037,25-34
2128,25-34
18152,35-44
84641,35-44
22196,25-34
57812,25-34
13268,25-34
25968,35-44
74211,25-34
27789,50-55
66477,25-34
46058,<18
68314,25-34
16450,>56
76048,25-34
7145,25-34
41920,25-34
24879,25-34
2471,25-34
26049,18-24
28060,25-34
3707,25-34
52287,25-34
4735,25-34
26673,50-55
71926,18-24
28275,25-34
10256,25-34
52976,25-34
68047,18-24
53703,25-34
78348,18-24
31051,25-34
81889,>56
37070,25-34
21867,25-34
33577,25-34
29662,25-34
60696,18-24
21161,25-34
70249,18-24
29187,25-34
7621,25-34
19488,45-49
46107,25-34
7526,50-55
3138,25-34
17796,25-34
68060,45-49
7173,35-44
15628,25-34
68319,>56
73538,25-34
79048,>56
16593,50-55
5176,25-34
66665,25-34
68927,25-34
21254,35-44
27226,35-44
68464,25-34
71569,25-34
23334,25-34
20333,<18
21933,25-34
1066,35-44
40244,25-34
7896,35-44
43161,50-55
67920,<18
61613,25-34
44552,25-34
49498,25-34
42453,45-49
55533,18-24
72168,25-34
49143,25-34
49455,18-24
19942,25-34
36344,35-44
37748,25-34
38833,>56
12054,25-34
37607,25-34
67515,25-34
18958,18-24
9007,25-34
20583,25-34
47068,25-34
57635,50-55
80920,25-34
83102,50-55
81708,25-34
67031,25-34
67189,25-34
16840,25-34
54560,25-34
56251,35-44
14780,25-34
71510,25-34
66823,25-34
817,25-34
11028,45-49
59404,25-34
44009,>56
10324,25-34
28083,50-55
6051,25-34
53786,45-49
64316,45-49
1855,35-44
15821,25-34
64716,18-24
67045,18-24
38348,25-34
10895,25-34
3302,25-34
25581,25-34
24792,<18
52485,45-49
22470,25-34
1969,>56
28941,25-34
86329,35-44
45743,18-24
20759,35-44
51058,<18
50264,25-34
32985,25-34
7568,25-34
57863,25-34
85036,<18
47923,25-34
48689,25-34
55913,25-34
84064,25-34
12457,25-34
51900,25-34
55455,25-34
55741,25-34
13010,25-34
84058,<18
44990,25-34
28160,25-34
77288,45-49
11396,<18
45180,25-34
73567,35-44
63358,18-24
27551,35-44
51243,35-44
11129,>56
3170,25-34
75774,45-49
13931,18-24
19853,18-24
30189,25-34
37225,50-55
55625,>56
62145,25-34
80717,25-34
6338,25-34
66025,25-34
3749,25-34
64533,50-55
30270,25-34
8255,50-55
26194,25-34
14216,25-34
71,25-34
4482,50-55
19951,35-44
22271,25-34
62038,25-34
9266,35-44
23695,25-34
3435,18-24
22102,25-34
80177,25-34
3803,35-44
4818,25-34
3934,25-34
14261,25-34
420,25-34
17732,35-44
13351,25-34
25900,25-34
30416,25-34
18367,25-34
7029,35-44
36187,50-55
7080,25-34
16366,25-34
25127,25-34
55410,25-34
65055,18-24
77821,25-34
30794,25-34
46380,25-34
78618,>56
85027,25-34
64318,25-34
85669,25-34
13249,25-34
60845,45-49
550,>56
46365,25-34
84722,35-44
24385,25-34
79967,25-34
25420,18-24
69792,45-49
5493,25-34
36605,18-24
20535,50-55
54293,25-34
43643,25-34
12589,25-34
71382,25-34
2779,50-55
35784,50-55
3300,35-44
29330,35-44
181,25-34
24366,25-34
75414,35-44
69479,25-34
28939,25-34
37716,25-34
75852,18-24
42661,25-34
44715,25-34
55426,25-34
26489,<18
75980,25-34
75884,35-44
1722,25-34
75786,45-49
49037,18-24
56038,>56
41454,25-34
32354,45-49
86134,25-34
12728,18-24
1868,18-24
4656,25-34
21150,25-34
48935,25-34
80458,25-34
27901,25-34
50031,18-24
40216,25-34
14644,45-49
19374,25-34
45482,25-34
71455,35-44
57829,25-34
46516,50-55
14098,25-34
58960,18-24
41031,>56
81870,25-34
60181,25-34
26743,<18
13713,18-24
44912,25-34
22372,25-34
56032,25-34
80339,25-34
62836,25-34
64204,25-34
57454,25-34
42494,45-49
7198,35-44
2182,18-24
13952,25-34
30282,25-34
64040,<18
13231,25-34
30969,35-44
67436,25-34
64612,>56
16424,25-34
40393,25-34
5202,25-34
40630,<18
1087,25-34
46332,45-49
61931,25-34
81065,<18
8426,35-44
32736,>56
63267,25-34
63636,>56
40621,>56
32049,18-24
6566,25-34
39572,25-34
51408,>56
557,25-34
71589,25-34
23148,25-34
19499,25-34
1594,25-34
58632,25-34
31350,25-34
69366,>56
7843,25-34
51508,18-24
69337,25-34
67556,>56
16689,<18
76066,>56
31558,25-34
28710,25-34
81105,25-34
17441,45-49
41694,25-34
7129,50-55
85,50-55
47618,25-34
50141,25-34
55021,25-34
83860,25-34
13321,25-34
33640,45-49
58856,18-24
71156,25-34
78592,18-24
23401,18-24
37481,>56
14428,18-24
12959,25-34
39169,25-34
44145,35-44
77934,25-34
4979,25-34
16613,35-44
69170,25-34
68228,35-44
75294,25-34
80674,25-34
67598,35-44
27203,25-34
39281,25-34
26569,25-34
39720,35-44
78016,25-34
6695,25-34
23199,18-24
49687,25-34
50656,35-44
71757,35-44
37386,18-24
62557,18-24
64921,25-34
13361,25-34
11935,>56
55850,50-55
81734,18-24
73456,25-34
14680,25-34
70880,25-34
13963,25-34
50047,25-34
49990,35-44
41906,25-34
76329,25-34
53697,25-34
82251,25-34
27168,25-34
16914,>56
38267,>56
52811,>56
39839,35-44
24109,25-34
50360,35-44
31464,>56
25506,50-55
34046,35-44
20502,25-34
79762,35-44
2852,18-24
9914,25-34
6222,25-34
71854,25-34
25214,35-44
21347,18-24
12637,50-55
51007,<18
83780,25-34
86409,45-49
32016,<18
37229,<18
75911,35-44
70196,35-44
75960,25-34
31072,45-49
80477,25-34
24417,18-24
4964,25-34
57686,25-34
24981,25-34
15189,25-34
17186,25-34
32187,18-24
9916,25-34
23918,18-24
34206,25-34
1161,25-34
45096,>56
17644,50-55
45357,25-34
27021,25-34
11363,25-34
15163,25-34
30233,<18
13002,35-44
41463,35-44
23987,50-55
4976,25-34
2488,>56
39709,25-34
51509,25-34
43272,>56
23694,25-34
2808,25-34
9065,25-34
58909,45-49
71431,>56
80090,25-34
43223,25-34
297,35-44
58254,25-34
67110,>56
36225,25-34
70151,18-24
51780,25-34
70509,25-34
48093,>56
82887,25-34
86247,35-44
45070,25-34
5885,25-34
58532,>56
995,25-34
51912,35-44
70937,25-34
37238,25-34
31079,25-34
53845,25-34
26820,25-34
71821,18-24
71638,25-34
29721,35-44
42308,25-34
14817,>56
48787,>56
18864,25-34
50663,35-44
36537,25-34
70113,25-34
5190,25-34
29313,25-34
17576,45-49
56704,25-34
29883,25-34
78601,25-34
73922,25-34
38994,18-24
55968,25-34
6235,25-34
16588,25-34
48526,25-34
11603,25-34
54608,25-34
45923,18-24
32381,25-34
17699,25-34
42227,35-44
39854,35-44
75582,35-44
59203,35-44
15075,25-34
32148,25-34
54415,25-34
81733,35-44
64620,18-24
27452,25-34
52447,18-24
60721,35-44
35350,25-34
84663,25-34
53435,25-34
81413,45-49
22951,25-34
78092,25-34
8797,25-34
62978,50-55
62209,25-34
33230,25-34
14022,35-44
4523,45-49
10816,25-34
31649,18-24
36056,35-44
56274,18-24
32147,25-34
26431,25-34
63352,35-44
35216,25-34
63603,25-34
59792,25-34
41217,25-34
49447,25-34
35339,25-34
56872,25-34
74674,25-34
81572,25-34
27108,25-34
31970,25-34
2906,25-34
39440,25-34
4962,25-34
56713,25-34
19904,25-34
8035,25-34
79813,25-34
54261,25-34
8733,45-49
23761,45-49
65743,25-34
84548,35-44
35796,35-44
73540,25-34
22854,25-34
71010,45-49
22790,25-34
36229,50-55
15404,25-34
70567,>56
14639,>56
7607,35-44
70166,25-34
73171,25-34
46486,25-34
78853,25-34
556,25-34
41211,25-34
73853,25-34
79452,25-34
10908,25-34
24574,35-44
30090,25-34
29127,25-34
79359,25-34
37081,<18
53853,18-24
63663,35-44
36857,25-34
10927,>56
20557,18-24
76977,25-34
11089,25-34
13227,25-34
47858,>56
37138,35-44
74549,25-34
9147,25-34
62429,25-34
72041,>56
79718,25-34
5894,25-34
26230,25-34
2921,25-34
39287,<18
38031,>56
55614,25-34
5892,25-34
30192,25-34
34522,50-55
52643,25-34
57446,25-34
14580,25-34
18647,25-34
66064,25-34
36786,25-34
38775,35-44
47214,18-24
11527,50-55
507,25-34
73130,25-34
77548,<18
73399,25-34
13374,25-34
73061,25-34
79211,25-34
44327,25-34
57238,25-34
34082,25-34
80266,25-34
30292,25-34
14996,25-34
52531,25-34
1690,18-24
65949,25-34
73097,25-34
59677,18-24
53284,25-34
80755,18-24
6621,35-44
55847,25-34
64394,25-34
46244,35-44
77805,25-34
20318,25-34
3470,>56
35733,25-34
58349,25-34
56941,50-55
66231,35-44
52150,25-34
45598,25-34
70422,25-34
15356,25-34
613,25-34
58089,25-34
69797,45-49
6284,35-44
71742,25-34
41086,18-24
75267,25-34
66848,25-34
19073,25-34
52273,25-34
4066,25-34
31631,25-34
21356,25-34
39666,25-34
62819,18-24
17658,25-34
7766,25-34
38924,50-55
12203,25-34
24951,25-34
13246,25-34
55842,25-34
15313,35-44
24797,18-24
68979,25-34
7214,25-34
71698,25-34
3168,50-55
42211,35-44
32578,>56
25091,>56
59631,35-44
28789,18-24
55376,25-34
63506,>56
51071,50-55
54380,18-24
934,35-44
14635,>56
34564,25-34
83555,25-34
38529,25-34
64171,25-34
35215,50-55
58747,25-34
20662,18-24
10199,25-34
22122,25-34
58927,25-34
30173,25-34
41228,25-34
43350,18-24
20488,<18
47306,25-34
45635,25-34
36458,25-34
78217,25-34
60229,25-34
67702,25-34
4662,25-34
55355,25-34
8473,45-49
459,25-34
24431,25-34
81488,25-34
12524,25-34
47974,50-55
15949,25-34
61664,25-34
10281,25-34
68372,18-24
13645,25-34
14633,35-44
7710,45-49
35648,25-34
80445,25-34
20208,25-34
23967,45-49
4452,25-34
56362,25-34
80117,35-44
17948,25-34
40872,50-55
85998,35-44
11272,25-34
19320,25-34
16324,25-34
53593,25-34
24362,25-34
48302,25-34
4945,25-34
14705,25-34
60856,18-24
9699,25-34
70807,18-24
80757,25-34
86539,25-34
58854,18-24
3617,25-34
47733,45-49
38599,50-55
4747,50-55
72128,25-34
70337,25-34
3408,25-34
21835,25-34
41012,45-49
74469,18-24
59952,35-44
19190,50-55
10330,25-34
42617,25-34
48810,>56
48624,25-34
54295,25-34
5320,<18
13354,25-34
47989,25-34
24076,25-34
52888,25-34
31526,25-34
38408,25-34
27956,<18
20340,>56
44766,18-24
23988,25-34
10776,<18
45222,25-34
74425,25-34
15306,18-24
8807,>56
20288,35-44
21029,18-24
14653,>56
66683,25-34
74812,25-34
1095,25-34
12732,25-34
8329,>56
79643,<18
32604,25-34
26625,25-34
53231,35-44
8500,35-44
47776,>56
37032,25-34
40168,>56
14169,25-34
782,35-44
12729,45-49
36166,50-55
355,25-34
19081,25-34
56517,25-34
30805,18-24
27499,25-34
74619,35-44
76824,>56
56956,25-34
67552,50-55
35455,50-55
83708,25-34
5111,25-34
37973,25-34
57761,25-34
34059,18-24
28922,25-34
64543,18-24
42240,25-34
56792,25-34
63587,25-34
28790,50-55
28345,25-34
37188,25-34
2678,35-44
43304,18-24
60424,<18
82432,35-44
54473,35-44
20560,25-34
65063,25-34
37195,25-34
45226,50-55
83402,50-55
81293,18-24
25062,50-55
1429,>56
32832,18-24
79413,25-34
54832,18-24
18871,>56
5752,25-34
3049,50-55
11579,18-24
11258,25-34
38813,25-34
57913,18-24
27883,25-34
59060,18-24
62831,25-34
80132,25-34
8511,25-34
37391,<18
37578,35-44
70695,25-34
59204,>56
56943,>56
63112,25-34
64873,<18
1873,35-44
29978,25-34
43943,35-44
60865,45-49
30599,35-44
15022,45-49
57951,25-34
86289,>56
62025,18-24
75417,35-44
36081,45-49
84845,35-44
58920,25-34
27518,25-34
81984,25-34
47797,25-34
10499,18-24
43670,>56
53914,25-34
37095,18-24
56337,25-34
58777,>56
18558,35-44
42521,25-34
57587,25-34
41050,25-34
35390,<18
66484,25-34
31081,25-34
51240,35-44
80110,25-34
4950,25-34
13792,>56
23165,25-34
84672,25-34
72654,25-34
69537,18-24
64331,18-24
82256,25-34
68797,25-34
76989,25-34
34772,25-34
24490,25-34
25861,<18
40224,25-34
28006,25-34
36775,18-24
61037,25-34
30819,18-24
1674,25-34
49962,25-34
78922,25-34
57957,25-34
407,25-34
1420,25-34
7899,25-34
67051,45-49
82254,25-34
80623,35-44
3204,45-49
2272,25-34
20950,25-34
62342,25-34
47231,25-34
75270,>56
79484,35-44
48778,25-34
30799,>56
10381,25-34
14748,18-24
13529,25-34
8673,25-34
47433,35-44
545,25-34
34884,35-44
14370,50-55
35260,25-34
53659,25-34
83026,25-34
27229,50-55
3272,25-34
49659,25-34
44704,25-34
58358,18-24
43177,25-34
12069,25-34
31484,25-34
10482,25-34
22523,25-34
9828,25-34
29976,<18
141,25-34
66638,25-34
15024,25-34
3681,25-34
24110,45-49
72045,25-34
15929,25-34
52988,25-34
62492,25-34
2235,35-44
67226,25-34
32692,18-24
38274,25-34
38828,25-34
46259,25-34
29418,25-34
76519,35-44
33485,25-34
12586,25-34
22590,25-34
45955,45-49
51732,25-34
39120,<18
53402,18-24
18220,18-24
21810,35-44
30675,25-34
19743,25-34
33423,18-24
43445,25-34
77481,25-34
24994,>56
41927,45-49
3950,25-34
63474,35-44
12915,18-24
7594,25-34
2196,18-24
57049,>56
19786,45-49
12776,25-34
12872,25-34
44683,18-24
45795,25-34
55038,25-34
4440,25-34
59709,25-34
53031,25-34
9956,25-34
53750,25-34
72025,25-34
7884,45-49
75472,50-55
19016,>56
63357,35-44
86283,25-34
10765,25-34
13280,35-44
52320,25-34
22614,18-24
8393,45-49
1883,25-34
26856,35-44
49915,25-34
61538,25-34
83891,>56
8910,35-44
73146,35-44
19301,>56
34701,18-24
60170,25-34
51431,>56
15968,35-44
43665,18-24
43676,50-55
67010,35-44
82022,>56
6950,45-49
11814,25-34
6722,>56
4381,25-34
66828,25-34
73569,18-24
32973,35-44
21224,25-34
61616,45-49
17152,25-34
20159,35-44
21953,25-34
34426,>56
18123,25-34
54503,25-34
41588,25-34
14387,25-34
39871,35-44
15641,50-55
23676,50-55
42044,25-34
47261,25-34
60074,25-34
12553,18-24
61758,25-34
16662,25-34
48402,25-34
52146,>56
62511,45-49
67538,25-34
39799,25-34
14083,25-34
77422,25-34
70686,<18
59341,25-34
32665,18-24
171,25-34
16169,35-44
42971,<18
70818,25-34
18772,25-34
52329,>56
33846,25-34
58494,25-34
10906,35-44
18691,25-34
5585,35-44
61157,25-34
75886,25-34
24517,35-44
54564,25-34
19607,25-34
70895,25-34
13264,50-55
54579,>56
5380,25-34
37294,25-34
41196,25-34
66571,18-24
44898,25-34
70420,18-24
73588,25-34
78817,25-34
14477,25-34
80855,25-34
22388,25-34
34210,25-34
55317,50-55
38882,>56
2498,35-44
58170,25-34
61872,45-49
11278,25-34
58347,25-34
6535,25-34
4121,45-49
3751,35-44
9370,>56
49450,25-34
55991,25-34
31550,35-44
25034,25-34
53895,25-34
70008,25-34
54644,25-34
76557,35-44
57451,35-44
25066,35-44
21728,35-44
26801,25-34
2696,35-44
50825,25-34
46753,25-34
1047,25-34
39118,<18
75667,25-34
79875,>56
62821,25-34
28913,25-34
71293,<18
22910,25-34
25897,45-49
19659,25-34
77590,35-44
31476,25-34
23042,>56
83012,45-49
30872,35-44
56334,18-24
12843,25-34
37263,25-34
34657,18-24
38476,25-34
12551,25-34
2310,18-24
46411,25-34
82262,25-34
84661,35-44
78324,25-34
7046,>56
69330,25-34
21930,25-34
3605,18-24
18014,25-34
29134,25-34
6570,35-44
12256,45-49
8159,>56
15753,25-34
65017,25-34
7355,25-34
34762,18-24
43677,25-34
73060,25-34
867,25-34
11837,25-34
36668,25-34
72331,25-34
46810,25-34
63660,18-24
65190,25-34
42307,45-49
10338,45-49
25762,18-24
86570,>56
68521,25-34
56460,25-34
7315,<18
69756,35-44
26642,25-34
55044,25-34
66850,25-34
77126,18-24
53207,45-49
77773,25-34
5702,25-34
19466,25-34
63677,18-24
39951,25-34
82152,35-44
68206,25-34
57130,25-34
28534,18-24
52845,50-55
45427,18-24
69086,45-49
83662,25-34
23190,25-34
18555,25-34
31328,25-34
40031,35-44
8528,25-34
75427,25-34
85447,35-44
12964,25-34
41428,25-34
63465,25-34
41038,35-44
50606,25-34
14774,25-34
56584,35-44
17201,25-34
26357,25-34
31396,25-34
58243,25-34
30287,35-44
37077,25-34
3618,18-24
15998,25-34
43069,25-34
84678,25-34
29021,>56
40020,50-55
78795,25-34
55493,25-34
37122,35-44
25272,25-34
52222,25-34
80082,25-34
11170,25-34
41973,25-34
30202,25-34
11961,<18
40460,25-34
42253,18-24
34044,25-34
67799,18-24
58077,25-34
46349,18-24
25990,25-34
19039,18-24
30582,45-49
8474,35-44
32434,25-34
42766,>56
16511,18-24
14256,25-34
17383,50-55
32856,25-34
37612,35-44
71460,25-34
83806,35-44
60049,25-34
70044,18-24
14426,25-34
7542,18-24
76311,>56
43157,25-34
80073,25-34
31001,25-34
4684,25-34
55024,18-24
10111,25-34
25545,50-55
39879,25-34
43332,25-34
82800,25-34
71441,<18
1176,45-49
3143,35-44
9747,25-34
51610,25-34
75348,45-49
43786,25-34
68655,50-55
30649,25-34
61464,>56
77516,<18
80334,25-34
81327,25-34
72230,25-34
47546,25-34
9389,25-34
75364,25-34
30813,35-44
27461,25-34
45753,18-24
30274,25-34
75623,25-34
61070,25-34
3670,<18
74106,25-34
62728,25-34
25390,25-34
23632,25-34
69586,35-44
6642,25-34
39647,25-34
50184,25-34
3152,>56
4609,<18
42775,25-34
35399,<18
2753,35-44
34470,25-34
55223,>56
66332,25-34
75129,25-34
56492,25-34
26114,25-34
68681,25-34
39017,35-44
68556,18-24
30461,45-49
50026,25-34
34158,25-34
61317,18-24
19373,25-34
2178,25-34
76921,<18
71682,25-34
13222,35-44
12785,25-34
45730,>56
11644,25-34
25530,>56
62988,35-44
55774,25-34
4025,35-44
34784,25-34
31720,25-34
82323,>56
14759,45-49
55286,25-34
71595,25-34
15367,25-34
76027,>56
40254,45-49
42888,18-24
12619,25-34
5324,25-34
68006,25-34
4961,18-24
48213,25-34
29694,18-24
46704,>56
20757,25-34
49063,25-34
50176,>56
81164,25-34
30493,25-34
55172,25-34
44512,18-24
65437,18-24
78313,25-34
50684,25-34
48603,25-34
31133,18-24
25044,25-34
12709,25-34
11850,18-24
7708,25-34
9447,25-34
18240,25-34
65998,25-34
42223,25-34
22194,35-44
16653,25-34
16857,25-34
24372,25-34
43628,<18
44518,<18
46488,>56
50173,25-34
24782,18-24
31912,25-34
56920,25-34
8929,35-44
77606,25-34
54298,25-34
57435,50-55
64405,50-55
73544,25-34
71167,18-24
65403,25-34
66442,<18
39650,<18
45787,25-34
765,35-44
39584,45-49
68123,25-34
36587,50-55
59005,18-24
85068,45-49
81891,25-34
73725,25-34
81187,25-34
41576,35-44
46737,25-34
22236,25-34
53008,<18
414,18-24
23417,25-34
30319,25-34
58570,25-34
34858,25-34
18118,25-34
17928,25-34
29458,>56
438,>56
56564,>56
71454,25-34
50428,25-34
12208,25-34
18314,25-34
77949,25-34
21217,35-44
6479,25-34
57336,25-34
18103,25-34
74392,25-34
85591,25-34
40269,18-24
70176,25-34
36559,35-44
19254,25-34
19305,50-55
64504,25-34
5292,35-44
72222,25-34
2939,25-34
2333,35-44
82259,25-34
71359,25-34
73878,25-34
83364,50-55
4520,25-34
20432,25-34
55389,25-34
2291,25-34
40111,18-24
79311,35-44
69294,25-34
20381,25-34
53869,25-34
47175,25-34
39069,45-49
29671,25-34
83804,25-34
54249,18-24
64823,>56
65390,35-44
31118,45-49
47187,25-34
51830,35-44
36327,18-24
25809,25-34
31191,25-34
55669,25-34
21015,25-34
28280,25-34
6197,25-34
25253,25-34
61963,35-44
74397,35-44
25329,25-34
43582,25-34
27193,25-34
20162,50-55
45701,25-34
17316,25-34
2072,45-49
36644,25-34
65363,>56
50807,25-34
78175,25-34
22670,25-34
29601,25-34
15047,35-44
40768,>56
42730,>56
80002,>56
19356,25-34
30031,35-44
35567,35-44
68632,35-44
41639,>56
34839,35-44
10734,25-34
17423,18-24
81839,>56
28583,25-34
27000,18-24
1702,18-24
37826,50-55
42638,25-34
7680,25-34
51036,25-34
14953,25-34
17244,50-55
46977,35-44
15226,35-44
48206,35-44
72709,>56
9166,25-34
18090,25-34
72937,25-34
51703,25-34
12220,25-34
12695,35-44
44679,<18
4386,25-34
24725,>56
43983,18-24
6993,25-34
7039,25-34
31608,25-34
12275,50-55
71468,25-34
22838,25-34
55252,>56
2400,18-24
86106,25-34
62613,25-34
50958,25-34
72660,50-55
14674,25-34
34334,18-24
36510,25-34
37674,25-34
7059,25-34
11875,18-24
11892,25-34
28752,25-34
37235,>56
65693,25-34
1712,35-44
86301,45-49
38330,>56
14967,25-34
69511,25-34
77742,25-34
83090,50-55
64927,25-34
46948,35-44
13316,25-34
41864,25-34
60942,35-44
84990,35-44
27672,25-34
3603,35-44
53575,>56
6587,25-34
84797,25-34
80287,35-44
57271,25-34
28464,25-34
70375,18-24
30237,18-24
37938,25-34
18093,25-34
7446,25-34
23354,25-34
1980,18-24
338,35-44
79254,35-44
17648,>56
9781,25-34
31060,25-34
25621,35-44
54927,25-34
19280,25-34
28972,25-34
64302,25-34
20531,>56
47836,25-34
56764,25-34
64582,45-49
3345,35-44
49203,25-34
59497,>56
29792,25-34
48199,18-24
2817,>56
13955,<18
24570,25-34
31048,18-24
44762,25-34
24452,25-34
28570,50-55
4453,25-34
26738,25-34
19345,25-34
14764,35-44
20129,25-34
39604,25-34
33733,25-34
15937,25-34
3868,25-34
11504,25-34
37295,25-34
61653,>56
53553,25-34
4540,25-34
10838,25-34
32086,25-34
68243,25-34
48306,25-34
62708,25-34
5044,25-34
5377,18-24
5558,35-44
12977,25-34
32150,25-34
67505,35-44
63311,25-34
945,50-55
25702,>56
62720,25-34
13809,25-34
18275,25-34
32059,25-34
27124,35-44
16867,25-34
17049,35-44
18665,25-34
22588,<18
44033,25-34
47623,25-34
64741,35-44
70282,25-34
10401,25-34
37291,25-34
19967,25-34
85581,25-34
3096,25-34
858,50-55
6004,35-44
13251,>56
4809,25-34
40521,25-34
23378,25-34
59966,25-34
75473,18-24
61839,25-34
65296,18-24
75808,25-34
16635,35-44
26219,25-34
65380,25-34
19108,25-34
37449,25-34
61093,<18
64685,25-34
33001,25-34
17999,25-34
80206,25-34
26110,25-34
10427,25-34
29108,>56
45597,>56
58613,25-34
60574,25-34
61905,50-55
17697,>56
28536,45-49
82495,25-34
57178,25-34
49335,25-34
37329,25-34
23692,35-44
81940,>56
6049,25-34
12670,25-34
29203,25-34
84492,<18
7762,25-34
62959,18-24
7724,25-34
8642,45-49
62605,25-34
82535,<18
23085,50-55
52214,>56
62386,25-34
62478,<18
848,35-44
65182,25-34
61939,25-34
12738,35-44
20211,35-44
76920,<18
7501,25-34
80240,25-34
5758,35-44
58014,35-44
5939,25-34
71835,25-34
47176,25-34
16145,25-34
53681,25-34
41538,50-55
11985,25-34
30785,18-24
64762,25-34
45621,25-34
3879,25-34
56428,25-34
8618,25-34
20709,50-55
27994,25-34
31915,25-34
70221,25-34
42540,25-34
10681,<18
50728,25-34
11544,>56
14654,25-34
75986,18-24
20156,>56
19713,25-34
2587,25-34
5511,25-34
7291,50-55
6204,35-44
36542,25-34
84366,>56
72053,25-34
14667,35-44
37463,25-34
83746,35-44
31092,25-34
16762,25-34
31910,25-34
74238,25-34
7698,18-24
